parameters,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,R_hat
"thetas[29,13]",8.3793,0.0526445,2.61579,2.64932,4.03838,8.33486,12.6895,2499.46,2868.39,1.00105
"thetas[29,14]",9.81875,0.0540147,2.61148,2.63877,5.62477,9.67722,14.1227,2391.54,2138.42,1.0003
"thetas[29,15]",8.88597,0.0468642,2.56739,2.55893,4.63595,8.93747,13.1077,3070.34,2536.28,1.00034
"thetas[29,16]",7.96412,0.0513976,2.59133,2.62742,3.72123,7.97239,12.0826,2640.38,3071.26,1.00072
"thetas[29,17]",4.07645,0.0712379,2.655,2.65558,-0.333633,4.10187,8.38535,1439.51,2432.2,1.00392
"thetas[29,18]",2.614,0.0560928,2.50507,2.49026,-1.47948,2.61284,6.74024,2237.32,2714.31,1.00212
"thetas[29,19]",3.96539,0.0601346,2.61355,2.55233,-0.399828,3.94937,8.18209,1981.2,3033.41,1.00267
"thetas[29,20]",2.76964,0.0666107,2.62321,2.66386,-1.48039,2.74815,7.14732,1662.61,2540.29,1.00214
"thetas[29,21]",4.10538,0.0508095,2.6617,2.69166,-0.119968,4.12307,8.52152,2782.91,2665.07,1.00106
"thetas[29,22]",1.89728,0.0468929,2.49514,2.47036,-2.31339,1.89091,5.97176,2950.44,2592.63,1.00224
"thetas[29,23]",0.290952,0.0455107,2.53574,2.54473,-3.85472,0.263849,4.54399,3131.55,2660.68,1.0015
"thetas[29,24]",-0.712753,0.0481072,2.55302,2.55222,-4.92006,-0.763545,3.57042,2889.84,2685.78,1.00208
"thetas[29,25]",0.414346,0.0489048,2.62714,2.63503,-3.90474,0.446306,4.69315,2974.64,3049.74,1.0012
"thetas[30,1]",5.53847,0.0539233,2.8057,2.78687,0.918849,5.5221,10.2204,2798.67,3032.19,1.00069
"thetas[30,2]",4.08968,0.0599376,2.6187,2.67332,-0.23448,4.06395,8.38596,1940.38,2546.07,1.00102
"thetas[30,3]",6.03363,0.0578203,2.62763,2.63399,1.75365,6.06373,10.4125,2103.02,2572.26,1.00083
"thetas[30,4]",2.06395,0.0516898,2.58561,2.58151,-2.20181,2.06602,6.28239,2549.15,3296.83,1.00011
"thetas[30,5]",-0.677146,0.0541725,2.56559,2.56466,-4.94323,-0.700929,3.51702,2292.58,2423.82,1.00093
"thetas[30,6]",-1.0035,0.0481542,2.58971,2.60008,-5.28068,-1.03005,3.21507,2884.72,2995.46,1.00117
"thetas[30,7]",-4.49656,0.0518153,2.54918,2.51525,-8.69747,-4.50599,-0.316591,2462.47,2546.2,1.00202
"thetas[30,8]",0.415404,0.0468291,2.65,2.64148,-4.00173,0.364759,4.83157,3270.92,3239.28,1.00163
"thetas[30,9]",0.452553,0.0505517,2.58393,2.58977,-3.76417,0.465079,4.71297,2625.86,2314.68,1.00102
"thetas[30,10]",-4.10815,0.0455331,2.59859,2.60005,-8.32879,-4.10783,0.13063,3282.97,2954.85,1.00273
"thetas[30,11]",-1.84377,0.0512837,2.62052,2.66119,-6.08417,-1.83534,2.48671,2671.94,2919.19,1.0017
"thetas[30,12]",-6.92314,0.0547545,2.60558,2.5757,-11.204,-6.92925,-2.6543,2327.75,2758.47,1.00156
"thetas[30,13]",-2.25953,0.0533292,2.6066,2.64412,-6.59061,-2.20545,1.95304,2416.17,2824.93,1.00047
"thetas[30,14]",-3.98935,0.0482634,2.54201,2.50588,-8.18806,-4.00952,0.165169,2802.02,2927.35,1.00118
"thetas[30,15]",-6.46636,0.0524623,2.55985,2.59262,-10.6647,-6.46169,-2.21856,2397.25,2842.06,1.00355
"thetas[30,16]",-4.84148,0.0545285,2.59125,2.5705,-9.12861,-4.85175,-0.597156,2290.72,2541.0,1.0018
"thetas[30,17]",-1.30301,0.0531148,2.59145,2.61974,-5.56381,-1.31928,3.00136,2406.9,2963.98,1.00131
"thetas[30,18]",-1.72861,0.0519861,2.52106,2.48899,-5.96075,-1.71858,2.42255,2383.01,2426.51,1.00139
"thetas[30,19]",-1.8188,0.0526497,2.67207,2.67735,-6.2149,-1.83937,2.50399,2626.83,2281.12,1.00216
"thetas[30,20]",1.15793,0.0510092,2.60363,2.5974,-3.15421,1.19287,5.42563,2693.52,2829.42,1.00117
"thetas[30,21]",6.11218,0.0463443,2.59295,2.58127,1.90813,6.08206,10.3854,3157.4,2963.01,0.999649
"thetas[30,22]",6.26549,0.0604027,2.55621,2.56028,2.13963,6.28619,10.4319,1861.01,3139.55,1.0018
"thetas[30,23]",0.317073,0.0599312,2.644,2.62624,-3.97034,0.3129,4.6812,2013.72,2414.15,1.00212
"thetas[30,24]",1.50005,0.0495166,2.54914,2.46995,-2.85667,1.54363,5.64146,2657.99,2583.91,1.00245
"thetas[30,25]",4.40562,0.0465228,2.71053,2.67353,-0.0230517,4.41139,8.90314,3414.64,3192.19,1.00092
"thetas[31,1]",5.77538,0.0528807,2.81569,2.86081,1.25,5.73059,10.4524,2852.6,2814.49,1.00202
"thetas[31,2]",0.219282,0.0529098,2.69687,2.69052,-4.16466,0.252806,4.54479,2616.64,2930.32,1.00198
"thetas[31,3]",2.06352,0.0519612,2.63499,2.7235,-2.25959,2.05638,6.37685,2610.31,3045.26,1.00019
"thetas[31,4]",3.75354,0.0508748,2.6032,2.59165,-0.514315,3.77755,8.1574,2656.44,2838.85,1.00155
"thetas[31,5]",-2.94944,0.0494979,2.61016,2.6154,-7.33441,-2.90355,1.31654,2844.81,3277.58,1.00078
"thetas[31,6]",-5.1356,0.0471972,2.5345,2.5335,-9.23195,-5.14786,-0.986924,2864.4,2348.89,1.00262
"thetas[31,7]",-1.86931,0.0472366,2.61006,2.55177,-6.07223,-1.88186,2.48865,3078.61,2775.21,1.00095
"thetas[31,8]",1.0029,0.0476634,2.59035,2.66694,-3.31691,1.01241,5.24923,3084.54,2991.97,1.00154
"thetas[31,9]",5.11987,0.0514431,2.68414,2.75833,0.720007,5.13896,9.47519,2755.71,2856.64,0.999849
"thetas[31,10]",-0.559274,0.0485565,2.58976,2.59904,-4.81152,-0.621493,3.71914,2870.13,2504.5,1.00125
"thetas[31,11]",-0.0530634,0.0554441,2.56587,2.58381,-4.38782,-0.0382386,4.15684,2175.77,2916.85,1.00177
"thetas[31,12]",-1.53585,0.0531775,2.64067,2.57151,-5.90051,-1.57265,2.81388,2492.71,2488.55,1.00241
"thetas[31,13]",-6.34976,0.0521487,2.6149,2.52782,-10.6182,-6.34138,-2.00852,2581.07,2504.81,1.0014
"thetas[31,14]",-4.06175,0.0485932,2.60034,2.59156,-8.39805,-4.08562,0.214886,2932.83,3027.6,1.00068
"thetas[31,15]",-9.03219,0.0472695,2.55635,2.5276,-13.2788,-9.02426,-4.89408,2946.11,2925.11,1.00194
"thetas[31,16]",-7.29049,0.0525132,2.51973,2.56143,-11.4331,-7.24995,-3.20103,2353.78,2996.78,1.00112
"thetas[31,17]",-2.40466,0.0576326,2.65671,2.58627,-6.91116,-2.34384,1.91642,2157.92,2707.57,1.00222
"thetas[31,18]",-1.92947,0.0487536,2.56446,2.61353,-6.2417,-1.93919,2.31421,2789.02,2634.45,1.00014
"thetas[31,19]",0.142552,0.0482174,2.60472,2.6201,-4.08108,0.158915,4.27651,2952.55,3058.81,1.00048
"thetas[31,20]",2.47341,0.0563363,2.59701,2.53514,-1.78038,2.46439,6.74313,2138.93,2104.41,1.00177
"thetas[31,21]",2.01371,0.0493773,2.58286,2.50161,-2.19532,1.96012,6.32331,2789.17,2525.07,1.00017
"thetas[31,22]",1.83512,0.0548214,2.54357,2.56567,-2.3368,1.8249,5.98696,2179.34,2754.17,1.00259
"thetas[31,23]",-2.5181,0.0538166,2.58541,2.69458,-6.76326,-2.5243,1.68688,2355.13,2370.19,1.00129
"thetas[31,24]",-4.15376,0.0530201,2.57905,2.59745,-8.36533,-4.19952,0.0106882,2364.98,3011.56,1.00128
"thetas[31,25]",-6.37615,0.0487495,2.63234,2.72301,-10.7403,-6.36617,-2.14365,2937.2,2764.51,1.00117
"thetas[32,1]",0.156218,0.0539874,2.75925,2.7548,-4.37964,0.192687,4.69156,2670.39,2827.62,1.0004
"thetas[32,2]",-2.67921,0.0527321,2.60719,2.65416,-6.91316,-2.65297,1.59051,2484.62,2783.33,1.00088
"thetas[32,3]",-3.37245,0.0526506,2.65806,2.57074,-7.77721,-3.42212,1.04564,2600.62,2367.72,1.00031
"thetas[32,4]",-3.89778,0.0500685,2.61072,2.60311,-8.12791,-3.93907,0.432976,2719.06,2703.3,1.00053
"thetas[32,5]",-1.80891,0.0570657,2.59017,2.57813,-5.99858,-1.83323,2.40765,2085.05,2646.78,1.00289
"thetas[32,6]",1.79327,0.0548916,2.57996,2.5689,-2.41198,1.78846,6.0396,2223.03,2439.53,1.00058
"thetas[32,7]",-1.37616,0.0537799,2.58352,2.57184,-5.70403,-1.35908,2.78573,2305.6,3024.18,1.00058
"thetas[32,8]",1.27256,0.0583161,2.6062,2.60204,-2.98152,1.23986,5.65912,2026.9,2752.47,1.00108
"thetas[32,9]",-1.52509,0.0487406,2.62376,2.55464,-5.99691,-1.56891,2.79478,2883.18,2523.03,1.00195
"thetas[32,10]",-3.62829,0.0481403,2.6166,2.57797,-8.00398,-3.6547,0.684036,2982.15,2969.67,1.00111
"thetas[32,11]",-3.73464,0.0530601,2.591,2.55075,-8.01382,-3.75679,0.518985,2348.62,2611.24,1.00206
"thetas[32,12]",-3.2707,0.0517008,2.61005,2.60748,-7.55376,-3.25685,0.95802,2567.55,2616.7,1.00114
"thetas[32,13]",-0.127682,0.0530065,2.59918,2.54777,-4.37271,-0.112439,4.0597,2464.18,2780.76,1.0013
"thetas[32,14]",-6.01608,0.0572676,2.6021,2.6007,-10.2796,-6.01393,-1.67685,2086.47,3053.31,1.00037
"thetas[32,15]",-6.33992,0.0545919,2.61992,2.6898,-10.6364,-6.31907,-2.1627,2345.23,2758.16,1.00164
"thetas[32,16]",-1.13612,0.0513577,2.57811,2.59285,-5.38968,-1.15804,3.15531,2539.93,2606.17,1.00289
"thetas[32,17]",0.262031,0.0510317,2.58502,2.60338,-3.98489,0.212693,4.48517,2627.67,3003.49,1.00162
"thetas[32,18]",-1.67973,0.0536565,2.5388,2.58468,-5.83303,-1.69456,2.41467,2282.27,2347.73,1.00098
"thetas[32,19]",-4.61264,0.0506603,2.55869,2.45029,-8.82202,-4.6746,-0.370943,2638.78,2216.49,1.00141
"thetas[32,20]",-7.34862,0.0500002,2.56444,2.56777,-11.5153,-7.32451,-3.08005,2682.95,2657.85,1.00107
"thetas[32,21]",-2.27717,0.047028,2.57967,2.57688,-6.55858,-2.32234,1.92462,3086.15,2932.64,1.00084
"thetas[32,22]",-3.56264,0.0481695,2.57052,2.55579,-7.69564,-3.59229,0.708592,2871.88,2750.07,1.00203
"thetas[32,23]",-2.74513,0.0526307,2.54139,2.55616,-6.93536,-2.76314,1.46773,2388.21,2626.75,1.00082
"thetas[32,24]",-6.38505,0.0531807,2.54774,2.55268,-10.6512,-6.3791,-2.25091,2381.96,2199.08,1.00228
"thetas[32,25]",1.26069,0.0496414,2.68345,2.70272,-3.15673,1.24233,5.61335,2974.5,2551.87,1.00117
sigma_games,12.6588,0.00174075,0.116264,0.114753,12.4697,12.6566,12.8587,4473.7,2958.77,0.999878
sigma_teams,5.76922,0.0200228,0.981122,0.937114,4.32944,5.68857,7.52658,2408.37,3047.63,1.0015
sigma_seasons,4.09733,0.00602205,0.196159,0.191937,3.77003,4.09891,4.41733,1062.72,1486.91,1.00372
phi_s,0.626584,0.00108237,0.0395614,0.0383304,0.560507,0.626885,0.690419,1347.03,1917.21,1.00198
